"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/04/10","11:12","1.455","-","1.86"
"2022/04/10","11:18","1.434","-","1.86"
"2022/04/10","11:24","1.413","-","1.8"
"2022/04/10","11:30","1.392","-","1.76"
"2022/04/10","11:36","1.371","-","1.74"
"2022/04/10","11:42","1.349","-","1.75"
"2022/04/10","11:48","1.326","-","1.7"
"2022/04/10","11:54","1.303","-","1.65"
"2022/04/10","12:00","1.28","-","1.65"
"2022/04/10","12:06","1.256","-","1.64"
"2022/04/10","12:12","1.231","-","1.57"
"2022/04/10","12:18","1.206","-","1.6"
"2022/04/10","12:24","1.179","-","1.57"
"2022/04/10","12:30","1.152","-","1.51"
"2022/04/10","12:36","1.124","-","1.56"
"2022/04/10","12:42","1.095","-","1.56"
"2022/04/10","12:48","1.065","-","1.42"
"2022/04/10","12:54","1.035","-","1.51"
"2022/04/10","13:00","1.003","-","1.49"
"2022/04/10","13:06","0.971","-","1.41"
"2022/04/10","13:12","0.939","-","1.42"
"2022/04/10","13:18","0.905","-","1.43"
"2022/04/10","13:24","0.872","-","1.39"
"2022/04/10","13:30","0.838","-","1.34"
"2022/04/10","13:36","0.804","-","1.34"
"2022/04/10","13:42","0.77","-","1.25"
"2022/04/10","13:48","0.737","-","1.25"
"2022/04/10","13:54","0.704","-","1.26"
"2022/04/10","14:00","0.671","-","1.19"
"2022/04/10","14:06","0.639","-","1.16"
"2022/04/10","14:12","0.609","-","1.14"
"2022/04/10","14:18","0.579","-","1.13"
"2022/04/10","14:24","0.551","-","1.08"
"2022/04/10","14:30","0.525","-","1.04"
"2022/04/10","14:36","0.5","-","1.01"
"2022/04/10","14:42","0.477","-","0.99"
"2022/04/10","14:48","0.456","-","0.95"
"2022/04/10","14:54","0.437","-","0.95"
"2022/04/10","15:00","0.421","-","0.97"
"2022/04/10","15:06","0.407","-","0.94"
"2022/04/10","15:12","0.395","-","0.89"
"2022/04/10","15:18","0.386","-","0.93"
"2022/04/10","15:24","0.38","-","0.88"
"2022/04/10","15:30","0.376","-","0.9"
"2022/04/10","15:36","0.375","-","0.9"
"2022/04/10","15:42","0.376","-","0.93"
"2022/04/10","15:48","0.379","-","0.88"
"2022/04/10","15:54","0.386","-","0.97"
"2022/04/10","16:00","0.394","-","0.91"
"2022/04/10","16:06","0.405","-","0.88"
"2022/04/10","16:12","0.418","-","0.91"
"2022/04/10","16:18","0.432","-","0.96"
"2022/04/10","16:24","0.449","-","0.99"
"2022/04/10","16:30","0.468","-","0.93"
"2022/04/10","16:36","0.488","-","1"
"2022/04/10","16:42","0.509","-","1.08"
"2022/04/10","16:48","0.531","-","1.04"
"2022/04/10","16:54","0.555","-","1.1"
"2022/04/10","17:00","0.58","-","1.1"
"2022/04/10","17:06","0.605","-","1.1"
"2022/04/10","17:12","0.631","-","1.16"
"2022/04/10","17:18","0.657","-","1.2"
"2022/04/10","17:24","0.683","-","1.15"
"2022/04/10","17:30","0.71","-","1.23"
"2022/04/10","17:36","0.736","-","1.24"
"2022/04/10","17:42","0.763","-","1.3"
"2022/04/10","17:48","0.789","-","1.31"
"2022/04/10","17:54","0.815","-","1.38"
"2022/04/10","18:00","0.841","-","1.41"
"2022/04/10","18:06","0.867","-","1.44"
"2022/04/10","18:12","0.892","-","1.54"
"2022/04/10","18:18","0.917","-","1.6"
"2022/04/10","18:24","0.942","-","1.6"
"2022/04/10","18:30","0.967","-","1.58"
"2022/04/10","18:36","0.991","-","1.6"
"2022/04/10","18:42","1.015","-","1.66"
"2022/04/10","18:48","1.039","-","1.63"
"2022/04/10","18:54","1.063","-","1.66"
"2022/04/10","19:00","1.087","-","1.6"
"2022/04/10","19:06","1.11","-","1.6"
"2022/04/10","19:12","1.134","-","1.74"
"2022/04/10","19:18","1.158","-","1.67"
"2022/04/10","19:24","1.182","-","1.78"
"2022/04/10","19:30","1.205","-","1.79"
"2022/04/10","19:36","1.229","-","1.78"
"2022/04/10","19:42","1.253","-","1.79"
"2022/04/10","19:48","1.276","-","1.81"
"2022/04/10","19:54","1.299","-","1.84"
"2022/04/10","20:00","1.322","-","1.85"
"2022/04/10","20:06","1.344","-","1.79"
"2022/04/10","20:12","1.366","-","1.9"
"2022/04/10","20:18","1.387","-","1.86"
"2022/04/10","20:24","1.408","-","1.85"
"2022/04/10","20:30","1.427","-","1.84"
"2022/04/10","20:36","1.445","-","1.83"
"2022/04/10","20:42","1.462","-","1.85"
"2022/04/10","20:48","1.477","-","1.88"
"2022/04/10","20:54","1.491","-","1.87"
"2022/04/10","21:00","1.503","-","1.81"
"2022/04/10","21:06","1.513","-","1.82"
"2022/04/10","21:12","1.522","-","1.88"
"2022/04/10","21:18","1.528","-","1.86"
"2022/04/10","21:24","1.532","-","1.87"
"2022/04/10","21:30","1.535","-","1.87"
"2022/04/10","21:36","1.535","-","1.88"
"2022/04/10","21:42","1.533","-","1.87"
"2022/04/10","21:48","1.529","-","1.83"
"2022/04/10","21:54","1.524","-","1.82"
"2022/04/10","22:00","1.516","-","1.85"
"2022/04/10","22:06","1.507","-","1.84"
"2022/04/10","22:12","1.496","-","1.8"
"2022/04/10","22:18","1.484","-","1.84"
"2022/04/10","22:24","1.471","-","1.81"
"2022/04/10","22:30","1.457","-","1.8"
"2022/04/10","22:36","1.441","-","1.78"
"2022/04/10","22:42","1.425","-","1.77"
"2022/04/10","22:48","1.408","-","1.76"
"2022/04/10","22:54","1.391","-","1.77"
"2022/04/10","23:00","1.374","-","1.75"
"2022/04/10","23:06","1.356","-","1.7"
"2022/04/10","23:12","1.339","-","1.7"
"2022/04/10","23:18","1.321","-","1.74"
"2022/04/10","23:24","1.304","-","1.65"
"2022/04/10","23:30","1.286","-","1.65"
"2022/04/10","23:36","1.27","-","1.67"
"2022/04/10","23:42","1.253","-","1.69"
"2022/04/10","23:48","1.237","-","1.63"
"2022/04/10","23:54","1.221","-","1.59"
"2022/04/11","00:00","1.205","-","1.57"
"2022/04/11","00:06","1.189","-","1.51"
"2022/04/11","00:12","1.173","-","1.5"
"2022/04/11","00:18","1.158","-","1.52"
"2022/04/11","00:24","1.142","-","1.45"
"2022/04/11","00:30","1.127","-","1.42"
"2022/04/11","00:36","1.111","-","1.41"
"2022/04/11","00:42","1.095","-","1.42"
"2022/04/11","00:48","1.078","-","1.42"
"2022/04/11","00:54","1.061","-","1.34"
"2022/04/11","01:00","1.044","-","1.33"
"2022/04/11","01:06","1.026","-","1.3"
"2022/04/11","01:12","1.008","-","1.29"
"2022/04/11","01:18","0.989","-","1.27"
"2022/04/11","01:24","0.97","-","1.2"
"2022/04/11","01:30","0.95","-","1.17"
"2022/04/11","01:36","0.93","-","1.17"
"2022/04/11","01:42","0.909","-","1.13"
"2022/04/11","01:48","0.889","-","1.13"
"2022/04/11","01:54","0.868","-","1.08"
"2022/04/11","02:00","0.847","-","1.1"
"2022/04/11","02:06","0.826","-","1.09"
"2022/04/11","02:12","0.805","-","1.08"
"2022/04/11","02:18","0.784","-","1.07"
"2022/04/11","02:24","0.764","-","1.04"
"2022/04/11","02:30","0.745","-","1.01"
"2022/04/11","02:36","0.727","-","1.05"
"2022/04/11","02:42","0.709","-","1.02"
"2022/04/11","02:48","0.693","-","0.98"
"2022/04/11","02:54","0.678","-","0.97"
"2022/04/11","03:00","0.665","-","0.99"
"2022/04/11","03:06","0.653","-","0.95"
"2022/04/11","03:12","0.642","-","0.93"
"2022/04/11","03:18","0.634","-","0.98"
"2022/04/11","03:24","0.627","-","0.94"
"2022/04/11","03:30","0.623","-","0.89"
"2022/04/11","03:36","0.62","-","0.87"
"2022/04/11","03:42","0.62","-","0.91"
"2022/04/11","03:48","0.621","-","0.89"
"2022/04/11","03:54","0.625","-","0.87"
"2022/04/11","04:00","0.631","-","0.84"
"2022/04/11","04:06","0.639","-","0.78"
"2022/04/11","04:12","0.648","-","0.76"
"2022/04/11","04:18","0.66","-","0.79"
"2022/04/11","04:24","0.674","-","0.73"
"2022/04/11","04:30","0.689","-","0.79"
"2022/04/11","04:36","0.706","-","0.78"
"2022/04/11","04:42","0.725","-","0.75"
"2022/04/11","04:48","0.744","-","0.75"
"2022/04/11","04:54","0.765","-","0.8"
"2022/04/11","05:00","0.788","-","0.75"
"2022/04/11","05:06","0.81","-","0.77"
"2022/04/11","05:12","0.834","-","0.79"
"2022/04/11","05:18","0.858","-","0.86"
"2022/04/11","05:24","0.883","-","0.82"
"2022/04/11","05:30","0.908","-","0.84"
"2022/04/11","05:36","0.933","-","0.89"
"2022/04/11","05:42","0.958","-","0.92"
"2022/04/11","05:48","0.983","-","0.92"
"2022/04/11","05:54","1.008","-","0.98"
"2022/04/11","06:00","1.032","-","0.98"
"2022/04/11","06:06","1.056","-","0.99"
"2022/04/11","06:12","1.08","-","1.03"
"2022/04/11","06:18","1.103","-","1.15"
"2022/04/11","06:24","1.126","-","1.18"
"2022/04/11","06:30","1.149","-","1.2"
"2022/04/11","06:36","1.171","-","1.2"
"2022/04/11","06:42","1.192","-","1.26"
"2022/04/11","06:48","1.214","-","1.34"
"2022/04/11","06:54","1.235","-","1.36"
"2022/04/11","07:00","1.256","-","1.34"
"2022/04/11","07:06","1.276","-","1.39"
"2022/04/11","07:12","1.297","-","1.43"
"2022/04/11","07:18","1.318","-","1.45"
"2022/04/11","07:24","1.339","-","1.5"
"2022/04/11","07:30","1.36","-","1.5"
"2022/04/11","07:36","1.381","-","1.47"
"2022/04/11","07:42","1.403","-","1.54"
"2022/04/11","07:48","1.424","-","1.6"
"2022/04/11","07:54","1.446","-","1.55"
"2022/04/11","08:00","1.469","-","1.56"
"2022/04/11","08:06","1.491","-","1.56"
"2022/04/11","08:12","1.514","-","1.59"
"2022/04/11","08:18","1.537","-","1.58"
"2022/04/11","08:24","1.56","-","1.6"
"2022/04/11","08:30","1.583","-","1.6"
"2022/04/11","08:36","1.605","-","1.6"
"2022/04/11","08:42","1.627","-","1.61"
"2022/04/11","08:48","1.649","-","1.59"
"2022/04/11","08:54","1.669","-","1.59"
"2022/04/11","09:00","1.689","-","1.63"
"2022/04/11","09:06","1.708","-","1.62"
"2022/04/11","09:12","1.725","-","1.66"
"2022/04/11","09:18","1.741","-","1.68"
"2022/04/11","09:24","1.756","-","1.69"
"2022/04/11","09:30","1.768","-","1.68"
"2022/04/11","09:36","1.779","-","1.69"
"2022/04/11","09:42","1.788","-","1.66"
"2022/04/11","09:48","1.794","-","1.61"
"2022/04/11","09:54","1.799","-","1.66"
"2022/04/11","10:00","1.801","-","1.69"
"2022/04/11","10:06","1.801","-","1.65"
"2022/04/11","10:12","1.799","-","1.58"
"2022/04/11","10:18","1.795","-","1.56"
"2022/04/11","10:24","1.788","-","1.57"
"2022/04/11","10:30","1.78","-","1.56"
"2022/04/11","10:36","1.769","-","1.57"
"2022/04/11","10:42","1.757","-","1.52"
"2022/04/11","10:48","1.743","-","1.49"
"2022/04/11","10:54","1.728","-","1.56"
"2022/04/11","11:00","1.711","-","1.51"
"2022/04/11","11:06","1.693","-","1.46"
"2022/04/11","11:12","1.674","-","1.45"
"2022/04/11","11:18","1.654","-","1.46"
"2022/04/11","11:24","1.633","-","1.43"
"2022/04/11","11:30","1.611","-","1.43"
"2022/04/11","11:36","1.589","-","1.41"
"2022/04/11","11:42","1.566","-","1.37"
"2022/04/11","11:48","1.543","-","1.36"
"2022/04/11","11:54","1.52","-","1.39"
"2022/04/11","12:00","1.496","-","1.32"
"2022/04/11","12:06","1.472","-","1.26"
"2022/04/11","12:12","1.448","-","1.26"
"2022/04/11","12:18","1.423","-","1.23"
"2022/04/11","12:24","1.398","-","1.18"
"2022/04/11","12:30","1.373","-","1.23"
"2022/04/11","12:36","1.347","-","1.16"
"2022/04/11","12:42","1.321","-","1.15"
"2022/04/11","12:48","1.294","-","1.14"
"2022/04/11","12:54","1.267","-","1.11"
"2022/04/11","13:00","1.239","-","1.14"
"2022/04/11","13:06","1.21","-","1.09"
"2022/04/11","13:12","1.181","-","1.05"
"2022/04/11","13:18","1.15","-","1.07"
"2022/04/11","13:24","1.119","-","1.04"
"2022/04/11","13:30","1.087","-","1.02"
"2022/04/11","13:36","1.054","-","1.04"
"2022/04/11","13:42","1.021","-","1.03"
"2022/04/11","13:48","0.986","-","0.99"
"2022/04/11","13:54","0.951","-","1.02"
"2022/04/11","14:00","0.915","-","1.03"
"2022/04/11","14:06","0.879","-","0.98"
"2022/04/11","14:12","0.842","-","0.93"
"2022/04/11","14:18","0.806","-","0.97"
"2022/04/11","14:24","0.769","-","0.92"
"2022/04/11","14:30","0.732","-","0.87"
"2022/04/11","14:36","0.695","-","0.86"
"2022/04/11","14:42","0.659","-","0.89"
"2022/04/11","14:48","0.624","-","0.81"
"2022/04/11","14:54","0.589","-","0.76"
"2022/04/11","15:00","0.556","-","0.77"
"2022/04/11","15:06","0.524","-","0.7"
"2022/04/11","15:12","0.493","-","0.69"
"2022/04/11","15:18","0.465","-","0.66"
"2022/04/11","15:24","0.438","-","0.62"
"2022/04/11","15:30","0.413","-","0.6"
"2022/04/11","15:36","0.391","-","0.6"
"2022/04/11","15:42","0.37","-","0.58"
"2022/04/11","15:48","0.353","-","0.55"
"2022/04/11","15:54","0.338","-","0.54"
"2022/04/11","16:00","0.326","-","0.57"
"2022/04/11","16:06","0.317","-","0.57"
"2022/04/11","16:12","0.31","-","0.55"
"2022/04/11","16:18","0.306","-","0.55"
"2022/04/11","16:24","0.306","-","0.52"
"2022/04/11","16:30","0.308","-","0.55"
"2022/04/11","16:36","0.313","-","0.61"
"2022/04/11","16:42","0.32","-","0.63"
"2022/04/11","16:48","0.33","-","0.62"
"2022/04/11","16:54","0.343","-","0.67"
"2022/04/11","17:00","0.358","-","0.75"
"2022/04/11","17:06","0.375","-","0.75"
"2022/04/11","17:12","0.395","-","0.77"
"2022/04/11","17:18","0.416","-","0.82"
"2022/04/11","17:24","0.439","-","0.85"
"2022/04/11","17:30","0.463","-","0.89"
"2022/04/11","17:36","0.489","-","0.91"
"2022/04/11","17:42","0.516","-","0.97"
"2022/04/11","17:48","0.544","-","0.96"
"2022/04/11","17:54","0.573","-","0.97"
"2022/04/11","18:00","0.603","-","1.02"
"2022/04/11","18:06","0.632","-","1.06"
"2022/04/11","18:12","0.663","-","1.06"
"2022/04/11","18:18","0.693","-","1.13"
"2022/04/11","18:24","0.724","-","1.15"
"2022/04/11","18:30","0.754","-","1.16"
"2022/04/11","18:36","0.784","-","1.16"
"2022/04/11","18:42","0.814","-","1.23"
"2022/04/11","18:48","0.844","-","1.26"
"2022/04/11","18:54","0.874","-","1.27"
"2022/04/11","19:00","0.903","-","1.29"
"2022/04/11","19:06","0.932","-","1.35"
"2022/04/11","19:12","0.961","-","1.41"
"2022/04/11","19:18","0.99","-","1.46"
"2022/04/11","19:24","1.018","-","1.46"
"2022/04/11","19:30","1.046","-","1.47"
"2022/04/11","19:36","1.074","-","1.49"
"2022/04/11","19:42","1.102","-","1.55"
"2022/04/11","19:48","1.13","-","1.56"
"2022/04/11","19:54","1.158","-","1.62"
"2022/04/11","20:00","1.186","-","1.58"
"2022/04/11","20:06","1.215","-","1.63"
"2022/04/11","20:12","1.243","-","1.71"
"2022/04/11","20:18","1.271","-","1.65"
"2022/04/11","20:24","1.299","-","1.69"
"2022/04/11","20:30","1.327","-","1.78"
"2022/04/11","20:36","1.355","-","1.71"
"2022/04/11","20:42","1.383","-","1.74"
"2022/04/11","20:48","1.41","-","1.79"
"2022/04/11","20:54","1.437","-","1.78"
"2022/04/11","21:00","1.463","-","1.82"
"2022/04/11","21:06","1.489","-","1.82"
"2022/04/11","21:12","1.513","-","1.83"
"2022/04/11","21:18","1.537","-","1.9"
"2022/04/11","21:24","1.559","-","1.89"
"2022/04/11","21:30","1.579","-","1.98"
"2022/04/11","21:36","1.598","-","1.99"
"2022/04/11","21:42","1.615","-","1.97"
"2022/04/11","21:48","1.63","-","2.06"
"2022/04/11","21:54","1.643","-","2.07"
"2022/04/11","22:00","1.654","-","2.1"
"2022/04/11","22:06","1.663","-","2.09"
"2022/04/11","22:12","1.669","-","2.08"
"2022/04/11","22:18","1.672","-","2.13"
"2022/04/11","22:24","1.673","-","2.16"
"2022/04/11","22:30","1.672","-","2.11"
"2022/04/11","22:36","1.668","-","2.09"
"2022/04/11","22:42","1.662","-","2.14"
"2022/04/11","22:48","1.654","-","2.12"
"2022/04/11","22:54","1.644","-","2.11"
"2022/04/11","23:00","1.632","-","2.14"
"2022/04/11","23:06","1.617","-","2.08"
"2022/04/11","23:12","1.602","-","2.13"
"2022/04/11","23:18","1.585","-","2.08"
"2022/04/11","23:24","1.566","-","1.99"
"2022/04/11","23:30","1.546","-","2.02"
"2022/04/11","23:36","1.526","-","1.99"
"2022/04/11","23:42","1.505","-","1.94"
"2022/04/11","23:48","1.483","-","1.89"
"2022/04/11","23:54","1.461","-","1.88"
"2022/04/12","00:00","1.438","-","1.86"
"2022/04/12","00:06","1.416","-","1.79"
"2022/04/12","00:12","1.393","-","1.8"
"2022/04/12","00:18","1.371","-","1.79"
"2022/04/12","00:24","1.349","-","1.75"
"2022/04/12","00:30","1.326","-","1.71"
"2022/04/12","00:36","1.304","-","1.71"
"2022/04/12","00:42","1.282","-","1.62"
"2022/04/12","00:48","1.261","-","1.65"
"2022/04/12","00:54","1.239","-","1.58"
"2022/04/12","01:00","1.218","-","1.52"
"2022/04/12","01:06","1.196","-","1.43"
"2022/04/12","01:12","1.174","-","1.46"
"2022/04/12","01:18","1.153","-","1.42"
"2022/04/12","01:24","1.131","-","1.35"
"2022/04/12","01:30","1.108","-","1.34"
"2022/04/12","01:36","1.086","-","1.31"
"2022/04/12","01:42","1.063","-","1.25"
"2022/04/12","01:48","1.039","-","1.21"
"2022/04/12","01:54","1.015","-","1.22"
"2022/04/12","02:00","0.99","-","1.18"
"2022/04/12","02:06","0.965","-","1.14"
"2022/04/12","02:12","0.94","-","1.14"
"2022/04/12","02:18","0.913","-","1.05"
"2022/04/12","02:24","0.887","-","1.03"
"2022/04/12","02:30","0.86","-","1.03"
"2022/04/12","02:36","0.833","-","1"
"2022/04/12","02:42","0.806","-","0.98"
"2022/04/12","02:48","0.779","-","0.99"
"2022/04/12","02:54","0.752","-","1.02"
"2022/04/12","03:00","0.726","-","0.97"
"2022/04/12","03:06","0.7","-","0.99"
"2022/04/12","03:12","0.674","-","0.94"
"2022/04/12","03:18","0.65","-","0.9"
"2022/04/12","03:24","0.627","-","0.9"
"2022/04/12","03:30","0.604","-","0.95"
"2022/04/12","03:36","0.584","-","0.89"
"2022/04/12","03:42","0.565","-","0.88"
"2022/04/12","03:48","0.547","-","0.83"
"2022/04/12","03:54","0.532","-","0.84"
"2022/04/12","04:00","0.519","-","0.88"
"2022/04/12","04:06","0.507","-","0.87"
"2022/04/12","04:12","0.499","-","0.78"
"2022/04/12","04:18","0.492","-","0.84"
"2022/04/12","04:24","0.488","-","0.87"
"2022/04/12","04:30","0.486","-","0.77"
"2022/04/12","04:36","0.487","-","0.8"
"2022/04/12","04:42","0.491","-","0.79"
"2022/04/12","04:48","0.497","-","0.77"
"2022/04/12","04:54","0.505","-","0.81"
"2022/04/12","05:00","0.516","-","0.81"
"2022/04/12","05:06","0.529","-","0.8"
"2022/04/12","05:12","0.545","-","0.83"
"2022/04/12","05:18","0.562","-","0.83"
"2022/04/12","05:24","0.581","-","0.89"
"2022/04/12","05:30","0.603","-","0.86"
"2022/04/12","05:36","0.625","-","0.88"
"2022/04/12","05:42","0.65","-","1"
"2022/04/12","05:48","0.675","-","0.96"
"2022/04/12","05:54","0.702","-","0.9"
"2022/04/12","06:00","0.73","-","0.96"
"2022/04/12","06:06","0.758","-","0.96"
"2022/04/12","06:12","0.787","-","0.99"
"2022/04/12","06:18","0.817","-","1.05"
"2022/04/12","06:24","0.847","-","1.03"
"2022/04/12","06:30","0.876","-","1.06"
"2022/04/12","06:36","0.906","-","1.15"
"2022/04/12","06:42","0.936","-","1.13"
"2022/04/12","06:48","0.966","-","1.18"
"2022/04/12","06:54","0.995","-","1.19"
"2022/04/12","07:00","1.025","-","1.25"
"2022/04/12","07:06","1.053","-","1.4"
"2022/04/12","07:12","1.082","-","1.34"
"2022/04/12","07:18","1.11","-","1.4"
"2022/04/12","07:24","1.137","-","1.44"
"2022/04/12","07:30","1.165","-","1.46"
"2022/04/12","07:36","1.192","-","1.45"
"2022/04/12","07:42","1.218","-","1.57"
"2022/04/12","07:48","1.245","-","1.51"
"2022/04/12","07:54","1.271","-","1.54"
"2022/04/12","08:00","1.298","-","1.65"
"2022/04/12","08:06","1.324","-","1.66"
"2022/04/12","08:12","1.351","-","1.62"
"2022/04/12","08:18","1.377","-","1.65"
"2022/04/12","08:24","1.404","-","1.68"
"2022/04/12","08:30","1.431","-","1.71"
"2022/04/12","08:36","1.458","-","1.72"
"2022/04/12","08:42","1.485","-","1.76"
"2022/04/12","08:48","1.512","-","1.8"
"2022/04/12","08:54","1.54","-","1.77"
"2022/04/12","09:00","1.567","-","1.84"
"2022/04/12","09:06","1.594","-","1.84"
"2022/04/12","09:12","1.621","-","1.82"
"2022/04/12","09:18","1.648","-","1.9"
"2022/04/12","09:24","1.674","-","1.86"
"2022/04/12","09:30","1.699","-","1.85"
"2022/04/12","09:36","1.724","-","1.95"
"2022/04/12","09:42","1.747","-","1.94"
"2022/04/12","09:48","1.769","-","1.93"
"2022/04/12","09:54","1.79","-","1.93"
"2022/04/12","10:00","1.809","-","1.93"
"2022/04/12","10:06","1.827","-","1.96"
"2022/04/12","10:12","1.842","-","2.02"
"2022/04/12","10:18","1.855","-","1.94"
"2022/04/12","10:24","1.866","-","2.02"
"2022/04/12","10:30","1.875","-","2.04"
"2022/04/12","10:36","1.881","-","2.01"
"2022/04/12","10:42","1.884","-","2.01"
"2022/04/12","10:48","1.885","-","2.04"
"2022/04/12","10:54","1.884","-","2.04"
"2022/04/12","11:00","1.88","-","2.05"
"2022/04/12","11:06","1.873","-","2"
"2022/04/12","11:12","1.864","-","2.04"
"2022/04/12","11:18","1.853","-","1.99"
"2022/04/12","11:24","1.839","-","1.91"
"2022/04/12","11:30","1.824","-","2.02"
"2022/04/12","11:36","1.806","-","1.94"
"2022/04/12","11:42","1.787","-","1.99"
"2022/04/12","11:48","1.766","-","1.94"
"2022/04/12","11:54","1.744","-","1.93"
"2022/04/12","12:00","1.721","-","1.87"
"2022/04/12","12:06","1.696","-","1.86"
"2022/04/12","12:12","1.671","-","1.88"
"2022/04/12","12:18","1.645","-","1.91"
"2022/04/12","12:24","1.618","-","1.83"
"2022/04/12","12:30","1.591","-","1.86"
"2022/04/12","12:36","1.563","-","1.86"
"2022/04/12","12:42","1.535","-","1.76"
"2022/04/12","12:48","1.507","-","1.83"
"2022/04/12","12:54","1.478","-","1.79"
"2022/04/12","13:00","1.449","-","1.77"
"2022/04/12","13:06","1.42","-","1.86"
"2022/04/12","13:12","1.391","-","1.78"
"2022/04/12","13:18","1.361","-","1.69"
"2022/04/12","13:24","1.331","-","1.69"
"2022/04/12","13:30","1.3","-","1.71"
"2022/04/12","13:36","1.269","-","1.57"
"2022/04/12","13:42","1.237","-","1.62"
"2022/04/12","13:48","1.205","-","1.5"
"2022/04/12","13:54","1.172","-","1.55"
"2022/04/12","14:00","1.138","-","1.45"
"2022/04/12","14:06","1.104","-","1.52"
"2022/04/12","14:12","1.069","-","1.44"
"2022/04/12","14:18","1.033","-","1.4"
"2022/04/12","14:24","0.996","-","1.37"
"2022/04/12","14:30","0.958","-","1.36"
"2022/04/12","14:36","0.92","-","1.22"
"2022/04/12","14:42","0.881","-","1.2"
"2022/04/12","14:48","0.842","-","1.26"
"2022/04/12","14:54","0.802","-","1.1"
"2022/04/12","15:00","0.762","-","1.11"
"2022/04/12","15:06","0.722","-","1.05"
"2022/04/12","15:12","0.682","-","1.05"
"2022/04/12","15:18","0.643","-","0.99"
"2022/04/12","15:24","0.603","-","0.92"
"2022/04/12","15:30","0.565","-","0.89"
"2022/04/12","15:36","0.527","-","0.83"
